track_id,artist,title,lengthSeconds
TRAWGRW128F4285171,Tiffany,Together Again,231
TRAWGTK128F4268774,Jean-Louis Murat,Le Temps qu'il Ferait,243
TRAWHGD128F9309DF3,The Holloways,Listen,224
TRAWHOC128F933C5A8,Anne Ducros,Faded Roses,334
TRAWHOF128E0788F95,Mis-Teeq,Roll On,241
TRAWHPI128F92D1553,W&W,Countach,145
TRAWHRH128F426BF30,The Clancy Brothers and Tommy Makem,The Parting Glass,148
TRAWHTB128F934B874,Forever In Terror,In The Face Of The Faceless,238
TRAWHVY12903CB098E,David Holmes,Holy Pictures,286
TRAWICE12903CEF144,System F,Needlejuice,280
TRAWIDG128F92EF1EA,Andreas Tilliander,She Don't Cry (feat. New Moscow),178
TRAWIJQ128F145C2C7,Francesco Guccini,Il Vecchio E Il Bambino (Anfiteatro Live),219
TRAWITH128F92FB132,Absolute,Dolphins Cry,274
TRAWJGA128F4269064,Tom Robinson Band,Power In The Darkness,310
TRAWJKM12903CCB49D,Armageddon Dildos,Conversion,203
TRAWJQR128F42A7404,The Weavers,Goodnight Irene,193
TRAWKBW12903CC48FE,The Stills,"Still In Love Song (Extended 12"" Remix)",215
TRAWKCN128F428EC1E,The Blow Monkeys,Choice?,201
TRAWKDK12903CFDA30,Maserati,Show me the Season,236
TRAWKFX128F9317510,Carlo Siliotto,Filodiperle,172
TRAWKPE128F42660AA,Mahalia Jackson,Elijah Rock,190
TRAWLAH128F42A9258,Lalo Schifrin,Chasing The Assassin,267
TRAWLBX128F4257811,Nubla,Nube negrita,304
TRAWLEX128F429DCA3,Prince Po,Hello,235
TRAWLFR12903CDD0DA,Carcass,Exhume To Consume,267
TRAWLKO128F92DCE96,Franco De Vita,Los hijos de la oscuridad,208
TRAWLLK128F932467C,Martyr AD,Statement Of Being Followed By Followers,235
TRAWLOB128F92CF27B,Madeleine Peyroux,Smile,315
TRAWLRV128F92D310E,Georgie Fame,Bidin' My Time,344
TRAWLST128F426F991,Ralph Stanley,Intro,249
TRAWLVG128F426836F,Wanda Jackson,Blue Moon Of Kentucky,211
TRAWMAR128F147A654,Livin' Joy,Don't Stop Movin',232
TRAWMBY128F428CB76,Pig Destroyer,Ghost of a Bullet,298
TRAWMLY128F92CFBBE,Boy George,Turn To Dust,160
TRAWMMY128F427D7E1,Alvin And The Chipmunks,Oh Gondaliero,266
TRAWMQC128F4288D56,George Duke,I C'n Hear That,193
TRAWMUK128F92F5C3F,The Nimmo Brothers,Flat Broke,232
TRAWMYO128F92FAFAB,Retching Red,Blue Kid Trapped in a Red State,230
TRAWNAF128F425CBC9,Sporto Kantès,Sick Song,180
TRAWNKE128F428A2EA,Home Grown,UBotherme,291
TRAWNRK128F92EA2C2,Slayer,Criminally Insane,279
TRAWOCQ128F9306906,Bennie Moten's Kansas City Orchestra,Terrific Stomp,303
TRAWOFR12903CC8876,The Ruins of Beverast,Kain's Countenance Fell,184
TRAWOIA12903C9ACB1,Niño Josele,Pañuelo de Lunares,152
TRAWOIH128F932D547,Al Hibbler,After The Lights Go Down Low,190
TRAWOII128F4237C12,Billy Cobham,Space Lady (LP Version),210
TRAWOJQ128F934B653,The-Dream / Kanye West,Walkin' on the Moon,239
TRAWOUY128F930A959,Sieges Even,Blue Wide Open,207
TRAWPVQ128F42676E9,Jane Olivor,Song For My Father,281
TRAWPXD128F422B642,Across the Border,Patriotic Pack,346
TRAWQEU128F4279159,Gambafreaks Feat. Nicole,Never Say Never,229
TRAWQFC128F42BC796,Third Day,Anything,267
TRAWQFU128F429882B,Turbo Fruits,Ramblin Rose,252
TRAWQIL128F424D8C4,Elmore James,Goodbye Baby,258
TRAWQJN128F4256CEE,Love/Hate,Walk On,137
TRAWQLZ12903CA2E47,Everton Blender,Bring the Kutchie,270
TRAWQNE128F92F3AE0,Karsh Kale,Milan,246
TRAWQYH128F93222C6,Arab on Radar,Piggin' In The Pumpkin Patch,285
TRAWRGZ128F930B12F,Seventeen Evergreen,Constellation,276
TRAWRIC128E078ED37,Limp Bizkit,Take A Look Around,267
TRAWRJP128F42A22B4,David Mead,No One Left To Blame,253
TRAWRMB12903CF28C7,Markus Guentner,Histrionics,279
TRAWRNO128F4253951,Automatic 7,Lucky One,302
TRAWSKO128F422E8E9,Johnny Tillotson,Empty Feeling,194
TRAWSSB128F92F81DB,Alesha Dixon,Breathe Slow,304
TRAWSVD128F92E96B9,Garden of Delight,Downwards To A Sea,301
TRAWSVP12903CC132D,55 Escape,Spoken,221
TRAWSYJ12903CB2E3B,Basic Vocab,Sit On Down,228
TRAWTDG128F93320BD,Echo & The Bunnymen,The Killing Moon,130
TRAWTHB128F1491C02,Sonic Youth,Queen Anne Chair,212
TRAWTHK12903CB0260,Alexander Robotnick,Electrika India,155
TRAWTRZ12903CDE478,Random,Hybrid,199
TRAWUGP128F42BA894,Dan Sartain,Place to Call My Home,238
TRAWUYW128F428E26B,This Mortal Coil,Inch Blue,256
TRAWVBR128F930A60B,Queen,Las Palabras De Amor (The Words Of Love) (2009 Digital Remaster),218
TRAWVVM12903CC9B77,Mortification,The Destroyer Beholds,276
TRAWWPG12903CA769A,Lemongrass,Voyager,333
TRAWWSL128F93112A9,Flatfoot 56,Standing for Nothing,268
TRAWWXI12903CEBCCF,Raw Power,Reptile House,356
TRAWXAV128F93298E8,Art Tatum,Last Goodbye Blues,172
TRAWXFZ128F146C080,Soulsister,All I've Got,174
TRAWXLI128F1463CDB,Robert Plant,Last Time I Saw Her,313
TRAWXLK128F42A44C9,Alex Baroni,Dimmi Che Ci Sei,206
TRAWXQQ128E07856F0,Emmylou Harris,Hickory Wind (Remastered LP Version),205
TRAWXRW128F92F2686,Morrissey,The First Of The Gang To Die,310
TRAWXSC12903D027C2,Warne Marsh,Easy Living,302
TRAWXXJ128F9346F83,Abandin All Hope,The novelty slut song,237
TRAWYLS128F9331A51,Red Flag 77,Paranoia,246
TRAWYQE128F147BB28,Jim Noir,Eanie Meany [Fatboy Slim Remix - radio edit],205
TRAWYVC12903CD9439,F.R. David,Sing In My Life,261
TRAWYXI128F429996C,I-20 featuring Juvenile,Point 'Em Out,237
TRAWZHV128F14ADC8B,Spoken,1992,304
TRAWZMV128F4266823,Stabbing Westward,Drugstore,161
TRAWZYK128F92F88DA,The Count Five,The Morning After,230
TRAXAAK128F92F9AEF,Headscan,Lolife (Remixed By Famine),202
TRAXACX128E0792481,Bryan Adams,The Best Of Me,342
TRAXACY128F424C6D1,Big John Patton,Soul Man,338
TRAXADZ128F92D323F,Forgive Durden,Genesis [Alternate Ending],192
